name,link,price,location,picture,installment,extra,day,site
Placa de Vídeo RTX 3080 Galax 10GB,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rtx-3080-galax-10gb-1409731789,R$ 2.900,"Barbacena, Santa Tereza I",https://img.olx.com.br/images/26/266569054177228.webp,"3x de R$ 966,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 17:03",OLX
Placa de Vídeo RTX3070,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-rtx3070-1409727069,R$ 2.209,"Uberlândia, São Jorge",https://img.olx.com.br/images/56/564555174483699.webp,"3x de R$ 736,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 16:44",OLX
Placa de Vídeo AMD Radeon,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-amd-radeon-1409702974,R$ 330,"Belo Horizonte, Serrano",https://img.olx.com.br/images/91/913572414902349.webp,"3x de R$ 110,00","['Pague Online', 'Parcelamento sem juros']","4 de jun, 15:21",OLX
Placa de Vídeo RX 580 4GB XFX,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-rx-580-4gb-xfx-1409692967,R$ 550,"Uberlândia, Jardim Canaã",https://img.olx.com.br/images/57/579517290778025.webp,"3x de R$ 183,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 14:50",OLX
Placa de Vídeo Zotac GTX 550TI,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-gtx-550ti-1409684985,R$ 200,"Vespasiano, Nova Pampulha",https://img.olx.com.br/images/85/853591170405125.webp,"3x de R$ 66,67","['Pague Online', 'Parcelamento sem juros']","4 de jun, 14:24",OLX
Placa de Vídeo Gigabyte GeForce RTX 3070 8GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-geforce-rtx-3070-8gb-1409665412,R$ 2.200,Santana dos Montes,https://img.olx.com.br/images/57/576558174216653.webp,"3x de R$ 733,33","['Pague Online', 'Parcelamento sem juros']","4 de jun, 13:19",OLX
Placa de Vídeo PowerColor Radeon RX,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/placa-de-video-powercolor-radeon-rx-1409656622,R$ 1.300,Capelinha,https://img.olx.com.br/images/44/447567292578283.webp,"3x de R$ 433,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:52",OLX
Placa de Vídeo GTX 1650 Amorth X Marca Mancer,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/placa-de-video-gtx-1650-amorth-x-marca-mancer-1409629771,R$ 600,"Governador Valadares, Esplanada",https://img.olx.com.br/images/76/767513173715694.webp,"3x de R$ 200,00","['Pague Online', 'Parcelamento sem juros']","4 de jun, 11:32",OLX
Placa de Vídeo Veineda Dual Fan,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/placa-de-video-veineda-dual-fan-1399314339,R$ 1.299,"Mantena, Jardins",https://img.olx.com.br/images/42/426594510828194.webp,"3x de R$ 433,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 10:48",OLX
Placa de Vídeo GeForce RTX 2070,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/placa-de-video-geforce-rtx-2070-1409615349,R$ 2.500,"Varginha, Vargem",https://img.olx.com.br/images/16/168546059393887.webp,"3x de R$ 833,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 10:41",OLX
Placa de Vídeo MSI GTX 1650 Ventus XS 4GB GDDR6 ,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-msi-gtx-1650-ventus-xs-4gb-gddr6-1409583557,R$ 750,"Juiz de Fora, Vivendas das Fontes",https://img.olx.com.br/images/42/429523653968391.webp,"3x de R$ 250,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 09:21",OLX
? Placa de Vídeo Nvidia Pcyes GeForce G210 1GB ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-nvidia-pcyes-geforce-g210-1gb-1409580533,R$ 120,"Belo Horizonte, Castanheira (Barreiro)",https://img.olx.com.br/images/87/879571651281033.webp,"3x de R$ 40,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 09:12",OLX
Placa de vídeo Asus Tuf Gaming RTX 3090 24gb,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/placa-de-video-asus-tuf-gaming-rtx-3090-24gb-1307311377,R$ 8.000,"Itajubá, Avenida",https://img.olx.com.br/images/41/414436402559628.webp,"3x de R$ 2.666,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 08:38",OLX
Placa de Vídeo ASUS GeForce RTX 4060 TI 8GB GDDR6,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/placa-de-video-asus-geforce-rtx-4060-ti-8gb-gddr6-1400696725,R$ 2.990,Simonésia,https://img.olx.com.br/images/65/651590769522900.webp,"3x de R$ 996,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 04:58",OLX
Placa de Vídeo ASUS Dual AMD Radeon RX 7600 OC 8GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asus-dual-amd-radeon-rx-7600-oc-8gb-1409400040,R$ 1.700,"Belo Horizonte, Vale do Jatobá (Barreiro)",https://img.olx.com.br/images/18/180524655571316.webp,"3x de R$ 566,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 21:08",OLX
Placas de Vídeo,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placas-de-video-1409333325,R$ 70,Juatuba,https://img.olx.com.br/images/31/315568050314593.webp,"2x de R$ 35,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 18:00",OLX
Placa de vídeo RX 7700 XT 12GB {Nunca usada},https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-rx-7700-xt-12gb-nunca-usada-1409328957,R$ 3.000,Bocaiúva,https://img.olx.com.br/images/10/105572178445360.webp,"3x de R$ 1.000,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 17:45",OLX
Placa de vídeo GTX 1080 TI EVGA iCX,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gtx-1080-ti-evga-icx-1377873431,R$ 1.600,"Belo Horizonte, Cinquentenário",https://img.olx.com.br/images/18/182522370881607.webp,"3x de R$ 533,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 17:22",OLX
placa de video rtx 3060 ti galax,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-3060-ti-galax-1409318567,R$ 2.000,"Belo Horizonte, Saudade",https://img.olx.com.br/images/34/341582776692319.webp,"3x de R$ 666,67","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 17:05",OLX
Placa de Vídeo GT 710 1GB DDR3,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gt-710-1gb-ddr3-1409285493,R$ 400,"Betim, Santo Afonso",https://img.olx.com.br/images/27/271592177865034.webp,"3x de R$ 133,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 13:59",OLX
Placa de Vídeo Gigabyte GeForce RTX 3070 Ti Gaming OC 8G,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-geforce-rtx-3070-ti-gaming-oc-8g-1371351493,R$ 2.799,Antônio Dias,https://img.olx.com.br/images/55/556513601501832.webp,"3x de R$ 933,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 13:17",OLX
Placa de Vídeo Gigabyte GeForce RTX 3070 Ti,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-geforce-rtx-3070-ti-1409268522,R$ 2.699,"Coronel Fabriciano, Jardim Primavera",https://img.olx.com.br/images/95/953549295186913.webp,"3x de R$ 899,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 13:16",OLX
Placa de Vídeo RTX 3060 ti 8gb Nova - Desempenho Incrível,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-3060-ti-8gb-nova-desempenho-incrivel-1409249789,R$ 2.000,"Belo Horizonte, Serra",https://img.olx.com.br/images/41/412502298545655.webp,"3x de R$ 666,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 11:21",OLX
Placa de video RTX 5070 Gigabyte Openbox (nova),https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-rtx-5070-gigabyte-openbox-nova-1409242124,R$ 4.450,"Montes Claros, Cândida Câmara",https://img.olx.com.br/images/90/904553417843926.webp,"3x de R$ 1.483,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 10:52",OLX
Placa de Vídeo Colorful GeForce RTX 3060 Ti BattleAxe,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-colorful-geforce-rtx-3060-ti-battleaxe-1409222284,R$ 1.800,"Montes Claros, Jardim São Luiz",https://img.olx.com.br/images/57/577530296715268.webp,"3x de R$ 600,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 09:48",OLX
Placa de vídeo GeForce RTX 3070 8gb,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-geforce-rtx-3070-8gb-1409219320,R$ 2.000,"Juiz de Fora, Centro",https://img.olx.com.br/images/31/313541410999631.webp,"3x de R$ 666,67","['Pague Online', 'Parcelamento sem juros']","3 de jun, 09:37",OLX
Placa de Vídeo RTX 2060 - Desempenho Incrível!,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-2060-desempenho-incrivel-1409219050,R$ 1.300,São Joaquim de Bicas,https://img.olx.com.br/images/44/444510772915284.webp,"3x de R$ 433,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 09:36",OLX
Placa de Vídeo EVGA GeForce RTX - Desempenho Imbatível!,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-evga-geforce-rtx-desempenho-imbativel-1409219042,R$ 3.500,"Montes Claros, Jardim São Luiz",https://img.olx.com.br/images/83/830563052797109.webp,"3x de R$ 1.166,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 09:36",OLX
Placa de Vídeo ASUS TUF Gaming GeForce GTX 1660 Ti OC 6GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asus-tuf-gaming-geforce-gtx-1660-ti-oc-6gb-1409205486,R$ 1.200,"Ribeirão das Neves, Cerejeira (Justinópolis)",https://img.olx.com.br/images/30/304509777423137.webp,"3x de R$ 400,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 08:58",OLX
Placa de Vídeo Zotac GTX 970 4gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-gtx-970-4gb-1400638481,R$ 580,"Belo Horizonte, Santa Efigênia",https://img.olx.com.br/images/97/979564407377045.webp,"3x de R$ 193,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 08:04",OLX
Placa de video TUF-GTX1650,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-tuf-gtx1650-1409188532,R$ 700,"Ibirité, Lago Azul - 3ª Seção",https://img.olx.com.br/images/50/501507771785376.webp,"3x de R$ 233,33","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 07:40",OLX
Placa de Vídeo ASUS RX 580,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asus-rx-580-1400601760,R$ 600,"Belo Horizonte, Luxemburgo",https://img.olx.com.br/images/95/953594881280151.webp,"3x de R$ 200,00","['Pague Online', 'Parcelamento sem juros']","3 de jun, 06:55",OLX
Placa de Vídeo ASUS Radeon RX 6500 XT 4GB,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-asus-radeon-rx-6500-xt-4gb-1409179626,R$ 1.100,"Montes Claros, Bela Vista",https://img.olx.com.br/images/53/534531292492274.webp,"3x de R$ 366,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 06:46",OLX
Placa De Vídeo Galax Nvidia Geforce Rtx 3050 Ex Oc 6gb Gddr6,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-1356922785,R$ 1.350,"Uberaba, Jardim Maracanã",https://img.olx.com.br/images/98/989402221286284.webp,"3x de R$ 450,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 19:13",OLX
Placa de Vídeo NVIDIA Quadro K3100M,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-nvidia-quadro-k3100m-1398609034,R$ 500,"Belo Horizonte, Horto",https://img.olx.com.br/images/74/747554637795951.webp,"3x de R$ 166,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 19:06",OLX
Placa de Vídeo RX 7600 (Nota e Garantia),https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-rx-7600-nota-e-garantia-1409041271,R$ 1.790,"Uberlândia, São Jorge",https://img.olx.com.br/images/82/822585290374502.webp,"3x de R$ 596,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 16:11",OLX
Placa De Vídeo Hdmi Dvi Vga 1gb Gddr3 Amd Radeon Hd5450 S/N,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-hdmi-dvi-vga-1gb-gddr3-amd-radeon-hd5450-s-n-1409033490,R$ 75,"Belo Horizonte, Floresta",https://img.olx.com.br/images/20/208517658898808.webp,"2x de R$ 37,50","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 15:34",OLX
Placa de Vídeo RX 5700 XT ,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rx-5700-xt-1399242134,R$ 1.350,"Juiz de Fora, Nova Era",https://img.olx.com.br/images/87/877510395531267.webp,"3x de R$ 450,00","['Pague Online', 'Parcelamento sem juros']","2 de jun, 12:01",OLX
Placa De Vídeo Vxpro Nvidia Geforce Gtx 750 Ti 4gb Gddr5,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/placa-de-video-vxpro-nvidia-geforce-gtx-750-ti-4gb-gddr5-1408928706,R$ 790,"Governador Valadares, Altinópolis",https://img.olx.com.br/images/59/595538656115060.webp,"3x de R$ 263,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 10:14",OLX
Placa de Vídeo AFOX Radeon RX 580 8GB GDDR5,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-afox-radeon-rx-580-8gb-gddr5-1399458763,R$ 650,Visconde do Rio Branco,https://img.olx.com.br/images/46/461503751807061.webp,"3x de R$ 216,67","['Pague Online', 'Parcelamento sem juros']","2 de jun, 08:47",OLX
Placa de Vídeo GeForce GTX 1660 Super Colorful,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-geforce-gtx-1660-super-colorful-1399461601,R$ 1.000,Visconde do Rio Branco,https://img.olx.com.br/images/52/521516270805718.webp,"3x de R$ 333,33","['Pague Online', 'Parcelamento sem juros']","2 de jun, 08:47",OLX
Placa de Vídeo Zotac GeForce RTX 3070 OC 8GB,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-zotac-geforce-rtx-3070-oc-8gb-1408899895,R$ 2.199,"Uberlândia, Santa Mônica",https://img.olx.com.br/images/63/636555775224333.webp,"3x de R$ 733,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 08:38",OLX
Placa de Vídeo Galax GeForce RTX 3070 8GB,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-galax-geforce-rtx-3070-8gb-1408898905,R$ 2.299,"Uberlândia, Santa Mônica",https://img.olx.com.br/images/85/856554295832211.webp,"3x de R$ 766,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 08:30",OLX
Placa de Vídeo Zotac GeForce RTX 3090 - Aceito trocas.,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-geforce-rtx-3090-aceito-trocas-1400188263,R$ 5.250,"Belo Horizonte, Dona Clara",https://img.olx.com.br/images/91/912530287827254.webp,"3x de R$ 1.750,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 08:05",OLX
Placa de vídeo nvidia quadro 600,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-nvidia-quadro-600-1399325365,R$ 500,"Belo Horizonte, Centro",https://img.olx.com.br/images/27/272573638803410.webp,"3x de R$ 166,67","['Pague Online', 'Parcelamento sem juros']","2 de jun, 04:53",OLX
Placa de vídeo nvidia quadro 580,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-nvidia-quadro-580-1399324528,R$ 90,"Belo Horizonte, Centro",https://img.olx.com.br/images/31/311598157119690.webp,"3x de R$ 30,00","['Pague Online', 'Parcelamento sem juros']","2 de jun, 04:50",OLX
Placa de Vídeo ASRock Radeon RX 6600 XT Challenger,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asrock-radeon-rx-6600-xt-challenger-1391581318,R$ 1.700,"Betim, Filadélfia",https://img.olx.com.br/images/26/267554392288563.webp,"3x de R$ 566,67","['Pague Online', 'Parcelamento sem juros']","2 de jun, 03:44",OLX
"Placa de Vídeo RTX 4060 Ti OC Edition Asus TUF Gaming NVIDIA GeForce, 8GB, GDDR6, ARGB, DL",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rtx-4060-ti-oc-edition-asus-tuf-gaming-nvidia-geforce-8gb-gddr6-argb-dl-1408853246,R$ 3.200,"Juiz de Fora, Centro",https://img.olx.com.br/images/57/571588890258377.webp,"3x de R$ 1.066,67","['Pague Online', 'Parcelamento sem juros']","1 de jun, 22:36",OLX
Placa de Vídeo AMD RX550 4G Gddr5 128bit,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-amd-rx550-4g-gddr5-128bit-1408850633,R$ 450,"Juiz de Fora, Granbery",https://img.olx.com.br/images/14/145564774125597.webp,"3x de R$ 150,00","['Pague Online', 'Parcelamento sem juros']","1 de jun, 22:02",OLX
Placa de vídeo rtx 3080 Phantom ,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-rtx-3080-phantom-1408838353,R$ 2.800,"Uberaba, São Benedito",https://img.olx.com.br/images/75/757594651078189.webp,"3x de R$ 933,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 20:15",OLX
Placa de vídeo RX 6600,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rx-6600-1379720738,R$ 1.500,"Ponte Nova, Santo Antônio I",https://img.olx.com.br/images/92/922566377279791.webp,"3x de R$ 500,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 20:14",OLX
Placa de Vídeo Gainward Phoenix 10Gb,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-gainward-phoenix-10gb-1408832693,R$ 3.200,"Montes Claros, São José",https://img.olx.com.br/images/89/898533410790566.webp,"3x de R$ 1.066,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 19:26",OLX
Placa de Vídeo RX 460 2GB + Fonte EVGA 430W 80 PLUS,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/placa-de-video-rx-460-2gb-fonte-evga-430w-80-plus-1397792426,R$ 450,"Itajubá, Varginha",https://img.olx.com.br/images/75/754569158613255.webp,"3x de R$ 150,00","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 18:56",OLX
Placa de video 4Gb ddr5 barato LEIA,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-4gb-ddr5-barato-leia-1408816041,R$ 100,"Belo Horizonte, Santo André",https://img.olx.com.br/images/39/392509657962134.webp,"3x de R$ 33,33","['Pague Online', 'Parcelamento sem juros']","1 de jun, 17:27",OLX
Placa de Vídeo GTX 1080 TI Aorus Xtreme 11G,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gtx-1080-ti-aorus-xtreme-11g-1408795146,R$ 2.000,"Belo Horizonte, Centro",https://img.olx.com.br/images/27/277509775204643.webp,"3x de R$ 666,67","['Pague Online', 'Parcelamento sem juros']","1 de jun, 15:02",OLX
Placa de Vídeo MSI - 1660 Super GamingX ,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-msi-1660-super-gamingx-1408759521,R$ 950,"Montes Claros, Morrinhos",https://img.olx.com.br/images/47/476509775345853.webp,"3x de R$ 316,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 11:22",OLX
Placa de Vídeo GeForce RTX 3060Ti GDDR6X - iGame Ultra,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-geforce-rtx-3060ti-gddr6x-igame-ultra-1408725657,R$ 2.500,"Itabira, Praia",https://img.olx.com.br/images/65/651546173579555.webp,"3x de R$ 833,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 07:02",OLX
Placa de Vídeo Gigabyte GeForce GTX 1050 Ti 4GB OC,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-geforce-gtx-1050-ti-4gb-oc-1408690391,R$ 550,"Ibirité, Palmares - 1ª Seção (Parque Durval de Barros)",https://img.olx.com.br/images/54/545595041548323.webp,"3x de R$ 183,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 20:29",OLX
Placa de Vídeo Gigabyte,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-1408652478,R$ 750,Rio Casca,https://img.olx.com.br/images/84/847557164037533.webp,"3x de R$ 250,00","['Pague Online', 'Parcelamento sem juros']","31 de mai, 16:07",OLX
Placa de Vídeo Inno3D GeForce RTX 3060 Twin X2 12GB GDDR6,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-inno3d-geforce-rtx-3060-twin-x2-12gb-gddr6-1398619008,R$ 1.800,"Juiz de Fora, Jardim de Alá",https://img.olx.com.br/images/66/665515755254795.webp,"3x de R$ 600,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 15:29",OLX
Placa de Vídeo Gigabyte,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-1408630520,R$ 850,"Belo Horizonte, Lagoinha Leblon (Venda Nova)",https://img.olx.com.br/images/76/761568526777451.webp,"3x de R$ 283,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 13:56",OLX
Vendo placa de vídeo <br>NVidia GTX 610<br>Valor: 180,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/vendo-placa-de-video-br-nvidia-gtx-610-br-valor-180-1408623776,R$ 180,"Varginha, Novo Tempo",https://img.olx.com.br/images/68/682572887483588.webp,"3x de R$ 60,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 13:12",OLX
Placa de Vídeo GTX 1050 Ti FAÇO ENVIO,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gtx-1050-ti-faco-envio-1408608714,R$ 450,"Belo Horizonte, Santa Tereza",https://img.olx.com.br/images/18/187598887609220.webp,"3x de R$ 150,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 12:04",OLX
Placa de vídeo,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-1408604942,R$ 450,"Uberlândia, Jaraguá",https://img.olx.com.br/images/55/556511520496700.webp,"3x de R$ 150,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 11:45",OLX
Placa de Vídeo XFX RX 5700XT 8GB leia a descrição!!!,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-xfx-rx-5700xt-8gb-leia-a-descricao-1408555865,R$ 850,"Ibirité, Palmares - 2ª Seção (Parque Durval de Barros)",https://img.olx.com.br/images/13/135524163770156.webp,"3x de R$ 283,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 07:16",OLX
Placa de Vídeo ASUS Radeon RX 6600 Dual,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asus-radeon-rx-6600-dual-1364244708,R$ 1.700,"Contagem, Nossa Senhora de Fátima",https://img.olx.com.br/images/40/405453711447340.webp,"3x de R$ 566,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 06:32",OLX
Placa de vídeo Dell RTX 4070Ti 12GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-dell-rtx-4070ti-12gb-1396319105,R$ 4.499,"Belo Horizonte, Sagrada Família",https://img.olx.com.br/images/28/286555398690872.webp,"3x de R$ 1.499,67","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 05:57",OLX
Placa de vídeo Dell GeForce RTX 4060,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-dell-geforce-rtx-4060-1408550642,R$ 1.699,"Belo Horizonte, Sagrada Família",https://img.olx.com.br/images/83/832555880185112.webp,"3x de R$ 566,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 05:56",OLX
Placa de vídeo RX 580,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/placa-de-video-rx-580-1408533101,R$ 650,Itinga,https://img.olx.com.br/images/28/282529889762714.webp,"3x de R$ 216,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 01:39",OLX
