name,link,price,location,picture,installment,extra,day,site
Placa de Vídeo MSI GeForce RTX 3060 Ventus 2X OC Edition 12Gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-msi-geforce-rtx-3060-ventus-2x-oc-edition-12gb-1410227389,R$ 1.749,"Belo Horizonte, Cidade Nova",https://img.olx.com.br/images/55/551533175661670.webp,"3x de R$ 583,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 14:57",OLX
Placa de Vídeo AMD Radeon/RTX 2060 SUPER 8gb ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-amd-radeon-rtx-2060-super-8gb-1409765417,R$ 1.200,"Belo Horizonte, Castelo",https://img.olx.com.br/images/48/488576059036027.webp,"3x de R$ 400,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","8 de jun, 20:09",OLX
Placa de Vídeo ASUS Dual GeForce RTX 4060 OC Edition 8GB GDDR6,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-asus-dual-geforce-rtx-4060-oc-edition-8gb-gddr6-1411398605,R$ 2.100,"Montes Claros, Interlagos",https://img.olx.com.br/images/27/277506659235817.webp,"3x de R$ 700,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Hoje, 01:12",OLX
Placa de Vídeo NiViDiA RTX 4060 - Ventus 2X Black OC | LACRADA | ENTREGA RÁPIDA,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-nividia-rtx-4060-ventus-2x-black-oc-lacrada-entrega-rapida-1411398379,R$ 2.189,"Ribeirão das Neves, Tancredo Neves (Justinópolis)",https://img.olx.com.br/images/86/861519658442590.webp,"3x de R$ 729,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Hoje, 01:09",OLX
Placa de Vídeo PCyes RTX 2060 Graffiti Series 6GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-pcyes-rtx-2060-graffiti-series-6gb-1411385616,R$ 1.350,"Belo Horizonte, Nossa Senhora de Fátima",https://img.olx.com.br/images/27/270554536610912.webp,"3x de R$ 450,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 23:30",OLX
Placa de Vídeo Gigabyte GeForce RTX 3070 Eagle OC 8G,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-geforce-rtx-3070-eagle-oc-8g-1411383718,R$ 2.199,"Belo Horizonte, Santa Terezinha",https://img.olx.com.br/images/19/191588539748693.webp,"3x de R$ 733,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 23:17",OLX
Placa de Vídeo ASRock AMD Radeon RX6600,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asrock-amd-radeon-rx6600-1411379815,R$ 1.500,"Belo Horizonte, Calafate",https://img.olx.com.br/images/70/707525297587794.webp,"3x de R$ 500,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 22:52",OLX
Placa de Vídeo PcYes GTX 50TI 4GB GDDR5 128 Bits,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-pcyes-gtx-50ti-4gb-gddr5-128-bits-1373325022,R$ 650,"Belo Horizonte, Sagrada Família",https://img.olx.com.br/images/30/307592845757793.webp,"3x de R$ 216,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 22:26",OLX
Placa de Vídeo Zotac GeForce RTX 3070  leia:,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-geforce-rtx-3070-leia-1411371669,R$ 1.500,"Belo Horizonte, Juliana",https://img.olx.com.br/images/81/811576411264326.webp,"3x de R$ 500,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 22:17",OLX
Placa de Vídeo RX 7800 XT Sapphire Nitro+ 16GB - IMPECÁVEL,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-rx-7800-xt-sapphire-nitro-16gb-impecavel-1411370553,R$ 4.197,"Uberlândia, Tabajaras",https://img.olx.com.br/images/56/567510654759333.webp,"3x de R$ 1.399,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 22:10",OLX
Placa de Vídeo MSI GeForce RTX 4060 Ti Ventus 3X ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-msi-geforce-rtx-4060-ti-ventus-3x-1411354381,R$ 2.499,"Contagem, Riacho das Pedras",https://img.olx.com.br/images/74/749514534734134.webp,"3x de R$ 833,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 20:41",OLX
Placa de Vídeo Zotac,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-1411334172,R$ 2.600,"Nova Lima, Vila da Serra",https://img.olx.com.br/images/78/780588418469010.webp,"3x de R$ 866,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 19:30",OLX
Placa de Vídeo rx6600 ASRock White novíssima ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rx6600-asrock-white-novissima-1411321174,R$ 1.600,"Vespasiano, Caieiras",https://img.olx.com.br/images/20/201560658527426.webp,"3x de R$ 533,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 18:39",OLX
Placa de Vídeo Pra Pc EVGA GeForce GT 630,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-pra-pc-evga-geforce-gt-630-1411312286,R$ 150,"Santa Luzia, Vila Íris",https://img.olx.com.br/images/64/647595298596354.webp,"3x de R$ 50,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 18:04",OLX
Placa de Vídeo Gigabyte GTX 1060 6 GB ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-gtx-1060-6-gb-1411298252,R$ 690,"Contagem, Novo Eldorado",https://img.olx.com.br/images/28/288554774424182.webp,"3x de R$ 230,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 17:23",OLX
Placa de vídeo RX 580 8gb Aorus Gigabyte usada oportunidade SEM PAPO DE LISO,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-rx-580-8gb-aorus-gigabyte-usada-oportunidade-sem-papo-de-liso-1402591383,R$ 630,"Paracatu, Nossa Senhora de Fátima",https://img.olx.com.br/images/46/463555641747023.webp,"3x de R$ 210,00","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","Ontem, 17:16",OLX
Placa de Vídeo ASUS TUF GTX 1660 SUPER Gaming,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asus-tuf-gtx-1660-super-gaming-1411239698,R$ 849,"Belo Horizonte, Estrela do Oriente",https://img.olx.com.br/images/53/536564533923483.webp,"3x de R$ 283,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 15:54",OLX
Placa de Vídeo Sapphire Nitro,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-sapphire-nitro-1411206234,R$ 600,"Conselheiro Lafaiete, Angélica",https://img.olx.com.br/images/33/335546057400934.webp,"3x de R$ 200,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 14:54",OLX
Placa de Vídeo SOYO,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/placa-de-video-soyo-1411202082,R$ 300,Jacutinga,https://img.olx.com.br/images/20/201562413436992.webp,"3x de R$ 100,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 14:51",OLX
Placa de vídeo RTX 3060 12gb - Excelente estado,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rtx-3060-12gb-excelente-estado-1411190041,R$ 1.600,"Ubá, Paulino Fernandes III",https://img.olx.com.br/images/38/384553050507304.webp,"3x de R$ 533,33","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","Ontem, 14:10",OLX
 Placa de Vídeo PowerColor Radeon RX 6900 XT Red Devil - 16GB GDDR6,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-powercolor-radeon-rx-6900-xt-red-devil-16gb-gddr6-1411174200,R$ 3.599,"Belo Horizonte, Glória",https://img.olx.com.br/images/91/910547058696821.webp,"3x de R$ 1.199,67","['Pague Online', 'Parcelamento sem juros']","Ontem, 13:23",OLX
Placa de Vídeo Aorus GeForce RTX 5070 Aorus Master,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-aorus-geforce-rtx-5070-aorus-master-1411170980,R$ 6.000,"Belo Horizonte, Araguaia",https://img.olx.com.br/images/20/205524537569890.webp,"3x de R$ 2.000,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 13:13",OLX
Placa de Vídeo RX 5500xt MLLSE - Desempenho e Qualidade!,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rx-5500xt-mllse-desempenho-e-qualidade-1411144647,R$ 800,Ewbank da Câmara,https://img.olx.com.br/images/90/907583295743827.webp,"3x de R$ 266,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 12:00",OLX
Placa de Vídeo RTX 3050 8gb,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-rtx-3050-8gb-1411114163,R$ 1.200,Carneirinho,https://img.olx.com.br/images/67/677597417282271.webp,"3x de R$ 400,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 10:39",OLX
Placa de Vídeo XFX Radeon RX470,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-xfx-radeon-rx470-1411110091,R$ 450,"Belo Horizonte, Teixeira Dias (Barreiro)",https://img.olx.com.br/images/13/138541299162284.webp,"3x de R$ 150,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 10:29",OLX
Placa de Vídeo NVIDI RTX 4070 ASUS,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-nvidi-rtx-4070-asus-1411108380,R$ 3.800,"Belo Horizonte, Santa Amélia",https://img.olx.com.br/images/43/431560411600409.webp,"3x de R$ 1.266,67","['Pague Online', 'Parcelamento sem juros']","Ontem, 10:24",OLX
Placa de Vídeo RTX 4060 8GB TROCO ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-4060-8gb-troco-1411093370,R$ 2.500,"Vespasiano, Jardim da Glória",https://img.olx.com.br/images/65/650593177134967.webp,"3x de R$ 833,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 09:41",OLX
Placa de Vídeo PNY GeForce GTX 1650 Super 4GB - Excelente Estado!,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-pny-geforce-gtx-1650-super-4gb-excelente-estado-1411080648,R$ 800,"Belo Horizonte, Araguaia",https://img.olx.com.br/images/39/393546296612976.webp,"3x de R$ 266,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 09:04",OLX
Placa de Vídeo GALAX GeForce GTX 1050 Ti EXOC 4GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-galax-geforce-gtx-1050-ti-exoc-4gb-1411060324,R$ 450,"Contagem, Alvorada",https://img.olx.com.br/images/48/488524053531298.webp,"3x de R$ 150,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 08:00",OLX
Placa de Vídeo Zotac GAMING GeForce NVIDIA GTX 1660 Twin Fan 6GB GDDR6,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-zotac-gaming-geforce-nvidia-gtx-1660-twin-fan-6gb-gddr6-1384948131,R$ 1.500,"Montes Claros, Cândida Câmara",https://img.olx.com.br/images/32/326565387340619.webp,"3x de R$ 500,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 07:51",OLX
Placa de Vídeo Gigabyte Radeon RX 570 4GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-radeon-rx-570-4gb-1411052987,R$ 450,"Vespasiano, Serra Dourada",https://img.olx.com.br/images/14/149584415162782.webp,"3x de R$ 150,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 07:28",OLX
Placa de Vídeo Galax GeForce RTX 2060 semi nova,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-galax-geforce-rtx-2060-semi-nova-1379093354,R$ 1.200,Januária,https://img.olx.com.br/images/59/594557497672241.webp,"3x de R$ 400,00","['Pague Online', 'Parcelamento sem juros']","Ontem, 06:15",OLX
Placa de vídeo Nvidia Gainward Phoenix GeForce RTX 30 Series RTX 3070 8GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-nvidia-gainward-phoenix-geforce-rtx-30-series-rtx-3070-8gb-1411023305,R$ 2.200,"Ribeirão das Neves, Boa Vista",https://img.olx.com.br/images/10/100536290986009.webp,"3x de R$ 733,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","Ontem, 00:45",OLX
Placa de vídeo - GT 730,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gt-730-1411018100,R$ 150,"Contagem, Santo Antônio",https://img.olx.com.br/images/31/312595411972261.webp,"3x de R$ 50,00","['Pague Online', 'Parcelamento sem juros']","9 de jun, 23:47",OLX
Placa de Vídeo AsRock AMD Radeon RX 7600 Challenger OC 8GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asrock-amd-radeon-rx-7600-challenger-oc-8gb-1411010775,R$ 2.000,"Contagem, Conquista Veredas",https://img.olx.com.br/images/91/910529657785621.webp,"3x de R$ 666,67","['Pague Online', 'Parcelamento sem juros']","9 de jun, 22:43",OLX
Placa de Vídeo ASUS GeForce RTX 4060 8GB,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/placa-de-video-asus-geforce-rtx-4060-8gb-1411006710,R$ 2.150,Santa Rita do Sapucaí,https://img.olx.com.br/images/14/144585054897278.webp,"3x de R$ 716,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 22:12",OLX
PLACA DE VIDEO ASUS GTX 1060 SUPER 6GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-asus-gtx-1060-super-6gb-1385798545,R$ 850,"Ibirité, Nossa Senhora de Lourdes",https://img.olx.com.br/images/18/181580740643984.webp,"3x de R$ 283,33","['Pague Online', 'Parcelamento sem juros']","9 de jun, 21:59",OLX
Placa de video GTX 1060 6GB,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-gtx-1060-6gb-1411002391,R$ 900,"Uberaba, Jardim Libânio",https://img.olx.com.br/images/94/947571170637505.webp,"3x de R$ 300,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 21:58",OLX
Placa de vídeo Evga Geforce Gt 730 2gb Gddr5 Vga Dvi Hdmi,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-evga-geforce-gt-730-2gb-gddr5-vga-dvi-hdmi-1410999637,R$ 350,"Contagem, Glória",https://img.olx.com.br/images/82/828579173483562.webp,"3x de R$ 116,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 21:45",OLX
Placa de vídeo RTX 4090 24GB Zotac Trinity (Pego inferior mais volta),https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-4090-24gb-zotac-trinity-pego-inferior-mais-volta-1410997216,R$ 12.000,"Betim, Vila Cristina",https://img.olx.com.br/images/96/964529894247500.webp,"3x de R$ 4.000,00","['Pague Online', 'Parcelamento sem juros']","9 de jun, 21:28",OLX
Placa de Vídeo Zotac RTX 3080 Trinity 10GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-rtx-3080-trinity-10gb-1410968319,R$ 3.000,"Belo Horizonte, Nova Granada",https://img.olx.com.br/images/26/265540056812942.webp,"3x de R$ 1.000,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 19:33",OLX
Placa de Vídeo GeForce RTX 3070,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-geforce-rtx-3070-1410946995,R$ 2.700,"Sabará, Vila Nova Vista",https://img.olx.com.br/images/54/542505771654314.webp,"3x de R$ 900,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 17:52",OLX
Placa de Vídeo RTX 3080 Gigabyte Windforce 10GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-3080-gigabyte-windforce-10gb-1410936428,R$ 3.499,"Belo Horizonte, Minascaixa",https://img.olx.com.br/images/54/548516537793265.webp,"3x de R$ 1.166,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 16:58",OLX
Placa de Vídeo EVGA GeForce RTX 3070 Ti,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-evga-geforce-rtx-3070-ti-1410926234,R$ 2.400,"Uberlândia, Tibery",https://img.olx.com.br/images/33/335501771815814.webp,"3x de R$ 800,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 16:23",OLX
Placa De Vídeo Gigabyte Gtx 1060 3gb ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-gtx-1060-3gb-1344665001,R$ 450,"Belo Horizonte, Inconfidência",https://img.olx.com.br/images/46/460432814565942.webp,"3x de R$ 150,00","['Pague Online', 'Parcelamento sem juros']","9 de jun, 16:21",OLX
Placa de Vídeo Gigabyte gtx1050 ti 4gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-gtx1050-ti-4gb-1410917526,R$ 400,"Belo Horizonte, São Pedro",https://img.olx.com.br/images/17/172598171308909.webp,"3x de R$ 133,33","['Pague Online', 'Parcelamento sem juros']","9 de jun, 15:58",OLX
PLACA DE VIDEO GTX 1050 TI 2GB ZOTAC,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gtx-1050-ti-2gb-zotac-1410912404,R$ 300,"Ibirité, Lago Azul - 2ª Seção",https://img.olx.com.br/images/94/940547295330694.webp,"3x de R$ 100,00","['Pague Online', 'Parcelamento sem juros']","9 de jun, 15:45",OLX
"Placa de Vídeo RTX 4060 Ti EX Galax NVIDIA GeForce, 8 GB GDDR6, DLSS, Ray Tracing ",https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rtx-4060-ti-ex-galax-nvidia-geforce-8-gb-gddr6-dlss-ray-tracing-1410762510,R$ 2.499,Urucânia,https://img.olx.com.br/images/20/204593891322080.webp,"3x de R$ 833,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 15:29",OLX
Placa de Vídeo Zotac Gaming NVIDIA GeForce RTX 2060 - Garantia e Nota Fiscal,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-gaming-nvidia-geforce-rtx-2060-garantia-e-nota-fiscal-1410901221,R$ 1.299,"Belo Horizonte, Tupi A",https://img.olx.com.br/images/57/579522651733593.webp,"3x de R$ 433,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 15:27",OLX
Placa de Vídeo RX 6600 8G ASRock AMD Radeon - Garantia e Nota Fiscal,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rx-6600-8g-asrock-amd-radeon-garantia-e-nota-fiscal-1410896632,R$ 1.350,"Belo Horizonte, Tupi A",https://img.olx.com.br/images/58/587556654017753.webp,"3x de R$ 450,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 15:07",OLX
Placa De Vídeo Zotac Geforce Rtx 3080 Trinity 10gb Gddr6x,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-zotac-geforce-rtx-3080-trinity-10gb-gddr6x-1399210121,R$ 2.800,"Belo Horizonte, Centro",https://img.olx.com.br/images/67/676585635996157.webp,"3x de R$ 933,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 14:12",OLX
Placa de Vídeo PowerColor Fighter RX 6600 8GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-powercolor-fighter-rx-6600-8gb-1410871427,R$ 1.400,"Ibirité, Parque Jardim 1º de Outubro",https://img.olx.com.br/images/77/773542532297895.webp,"3x de R$ 466,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 13:46",OLX
Placa de Vídeo RX 570 8GB ddr5 ASUS ROG STRIX ,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rx-570-8gb-ddr5-asus-rog-strix-1394068417,R$ 790,"Juiz de Fora, Poço Rico",https://img.olx.com.br/images/44/449514873712404.webp,"3x de R$ 263,33","['Pague Online', 'Parcelamento sem juros']","9 de jun, 13:40",OLX
Placa de Video RTX 3080 ,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/placa-de-video-rtx-3080-1410867161,R$ 3.149,"Uberlândia, São Jorge",https://img.olx.com.br/images/45/459550531232246.webp,"3x de R$ 1.049,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 13:35",OLX
Placa de vídeo Nvidia Gigabyte Eagle GeForce RTX 4060,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/placa-de-video-nvidia-gigabyte-eagle-geforce-rtx-4060-1410076972,R$ 2.000,"Varginha, Vila Floresta",https://img.olx.com.br/images/41/418560297526429.webp,"3x de R$ 666,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 13:16",OLX
Placa de Vídeo EVGA GeForce GTX 1050,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-evga-geforce-gtx-1050-1410849653,R$ 450,"Coronel Fabriciano, Júlia Kubitschek",https://img.olx.com.br/images/69/698523531213692.webp,"3x de R$ 150,00","['Pague Online', 'Parcelamento sem juros']","9 de jun, 12:37",OLX
Placa de Vídeo Palit GeForce RTX 5070 12GB,https://mg.olx.com.br/regiao-de-divinopolis/informatica/placas-de-video/placa-de-video-palit-geforce-rtx-5070-12gb-1410837181,R$ 4.500,"Pará de Minas, Dom Bosco",https://img.olx.com.br/images/91/914591651901467.webp,"3x de R$ 1.500,00","['Pague Online', 'Parcelamento sem juros']","9 de jun, 11:52",OLX
Troco Placa de Vídeo ASUS TUF Gaming GeForce RTX 3070 por Rtx 4060ti!,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/troco-placa-de-video-asus-tuf-gaming-geforce-rtx-3070-por-rtx-4060ti-1410825922,R$ 2.600,"Uberlândia, Jardim Brasília",https://img.olx.com.br/images/98/982572052425814.webp,"3x de R$ 866,67","['Pague Online', 'Parcelamento sem juros']","9 de jun, 11:25",OLX
Placa de Vídeo RX 580  8GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rx-580-8gb-1410821767,R$ 700,Rio Acima,https://img.olx.com.br/images/66/664579057167073.webp,"3x de R$ 233,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 11:20",OLX
Placa de Vídeo RX 6800 nitro+ 16gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-rx-6800-nitro-16gb-1410819806,R$ 2.599,"Belo Horizonte, Tupi B",https://img.olx.com.br/images/27/275515897374373.webp,"3x de R$ 866,33","['Pague Online', 'Parcelamento sem juros']","9 de jun, 11:15",OLX
PLACA DE VIDEO RTX 3080 TUF,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rtx-3080-tuf-1402363011,R$ 3.990,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/79/799557766178970.webp,"3x de R$ 1.330,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 10:27",OLX
Placa de Vídeo Radeon RX 550 4GB,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-radeon-rx-550-4gb-1410799173,R$ 400,Rio Pardo de Minas,https://img.olx.com.br/images/85/853583299663931.webp,"3x de R$ 133,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 10:09",OLX
Placa de Vídeo GeForce GTX 1660 OC - 6GB GDDR5,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/placa-de-video-geforce-gtx-1660-oc-6gb-gddr5-1410793861,R$ 800,Poço Fundo,https://img.olx.com.br/images/68/683580415176751.webp,"3x de R$ 266,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 09:43",OLX
Placa de vídeo RX 570 PowerColor (Redragon) 4gb ,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-rx-570-powercolor-redragon-4gb-1410793457,R$ 500,"Juiz de Fora, Bom Clima",https://img.olx.com.br/images/94/943545531255030.webp,"3x de R$ 166,67","['Pague Online', 'Parcelamento sem juros']","9 de jun, 09:42",OLX
Placa De Video Nvidia Gigabyte Geforce Rtx 2060 6gb Gddr6,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-nvidia-gigabyte-geforce-rtx-2060-6gb-gddr6-1410788332,R$ 2.200,"Juiz de Fora, Santa Luzia",https://img.olx.com.br/images/33/338570771040988.webp,"3x de R$ 733,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 09:16",OLX
Placa de Vídeo Gigabyte rx 570 4gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/placa-de-video-gigabyte-rx-570-4gb-1410777814,R$ 550,"Sete Lagoas, Boa Vista",https://img.olx.com.br/images/48/484598537823470.webp,"3x de R$ 183,33","['Pague Online', 'Parcelamento sem juros']","9 de jun, 08:08",OLX
PLACA DE VIDEO GTX 950 2GB,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/placa-de-video-gtx-950-2gb-1410776434,R$ 380,Diamantina,https://img.olx.com.br/images/31/316530417600039.webp,"3x de R$ 126,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 08:04",OLX
Placa de Vídeo GTX 750 Ti 2GB - Ótimo Estado!,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/placa-de-video-gtx-750-ti-2gb-otimo-estado-1366503079,R$ 390,Astolfo Dutra,https://img.olx.com.br/images/82/826414831778646.webp,"3x de R$ 130,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","9 de jun, 07:47",OLX
